대학명,지역구분,계열구분,학과명,논술점수,100점만점환산,시험구분,대학평균환산점수,합격점수라인의미,메디컬여부,인기학과태그,대학시험별평균점수,최저여부,합격자평균점,70%Cut,최저점_커트라인,수능수학_합격자_중앙값,수능수학_합격자_평균,수능수학_합격자_최빈값,수능수학_합격자_표본수,수능수학_불합격자_중앙값,수능수학_불합격자_평균,수능수학_불합격자_최빈값,수능수학_불합격자_표본수
경희대,인서울,공학계열,반도체공학과,99.0,99.0,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,반도체,97.58,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,IT/컴퓨터계열,인공지능학과,98.8,98.8,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,자연과학계열,물리학과,98.7,98.7,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,자연과학계열,수학과,98.4,98.4,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,의약보건계열,의예과,98.3,98.3,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,Y,메디컬,95.29,Y,97.6,96.2,95,99.0,98.3,100.0,50.0,,,,
경희대,인서울,건축/토목계열,건축공학과,98.2,98.2,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,97.58,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,인문사회/기타계열,식품영양학과,98.1,98.1,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,자연과학계열,유전생명공학과,98.1,98.1,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,97.58,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,자연과학계열,식품생명공학과,98.1,98.1,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,97.58,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,인문사회/기타계열,지리학과,97.9,97.9,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,공학계열,신소재공학과,97.7,97.7,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,97.58,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,인문사회/기타계열,산업경영공학과,97.6,97.6,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,97.58,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,자연과학계열,응용수학과,97.5,97.5,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,자연과학계열,화학과,97.4,97.4,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,의약보건계열,한약학과,97.4,97.4,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,Y,메디컬,95.29,Y,,,,99.0,98.3,100.0,50.0,,,,
경희대,인서울,자연과학계열,스마트팜과학과,97.3,97.3,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,의약보건계열,생체의공학과,97.1,97.1,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,97.58,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,공학계열,화학공학과,96.9,96.9,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,97.58,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,자연과학계열,생물학과,96.8,96.8,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,건축/토목계열,건축학과,96.8,96.8,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,의약보건계열,간호학과,96.7,96.7,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,간호,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,의약보건계열,약과학과,96.6,96.6,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,인문사회/기타계열,환경학및환경공학과,96.0,96.0,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,97.58,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,IT/컴퓨터계열,컴퓨터공학과,95.7,95.7,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,97.58,Y,85.1,81,78,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,자연과학계열,우주과학과,93.6,93.6,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,자연과학계열,응용물리학과,93.5,93.5,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,95.29,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,의약보건계열,치의예과,90.0,90.0,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,Y,메디컬,95.29,Y,,,,99.0,98.3,100.0,50.0,,,,
경희대,인서울,공학계열,원자력공학과,88.6,88.6,시험 2,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,97.58,Y,,,,94.0,91.1,94.0,95.0,81.0,80.7,88.0,1758.0
경희대,인서울,의약보건계열,한의예과,83.1,83.1,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,Y,메디컬,95.29,Y,98.2,97,96.5,99.0,98.3,100.0,50.0,,,,
경희대,인서울,의약보건계열,약학과,75.7,75.7,시험 1,96.28,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,Y,메디컬,95.29,Y,95.8,94,92.5,99.0,98.3,100.0,50.0,,,,
광운대,인서울,공학계열,화학공학과,85.14,85.14,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,77.0,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,공학계열,전자공학과,84.57,84.57,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,77.0,N,78.2,74,69.5,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,공학계열,반도체시스템공학전공,80.57,80.57,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,반도체,77.0,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,공학계열,전기공학과,78.86,78.86,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,77.0,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,IT/컴퓨터계열,AI로봇전공,78.29,78.29,시험 1,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,AI·컴퓨터,73.6,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,공학계열,전자융합공학과,77.71,77.71,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,77.0,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,자연과학계열,수학과,76.57,76.57,시험 1,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,73.6,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,공학계열,전자재료공학과,76.0,76.0,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,77.0,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,자연과학계열,화학과,76.0,76.0,시험 1,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,73.6,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,인문사회/기타계열,환경공학과,75.43,75.43,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,77.0,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,공학계열,전자통신공학과,74.86,74.86,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,77.0,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,IT/컴퓨터계열,소프트웨어학부,74.29,74.29,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,AI·컴퓨터,77.0,N,80.5,76.5,72,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,공학계열,전자바이오물리학과,73.71,73.71,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,77.0,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,건축/토목계열,건축공학과,73.14,73.14,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,77.0,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,자유전공학부,정보융합학부,72.0,72.0,시험 1,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,자유전공,73.6,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,IT/컴퓨터계열,컴퓨터정보공학부,69.71,69.71,시험 2,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,AI·컴퓨터,77.0,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
광운대,인서울,건축/토목계열,건축학과,65.14,65.14,시험 1,76.0,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,73.6,N,,,,88.0,87.3,88.0,55.0,74.0,72.8,81.0,758.0
국민대,인서울,공학계열,기계공학부,861.5,86.15,시험 2,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.96,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,공학계열,전자화학재료전공,850.8,85.08,시험 2,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.96,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,IT/컴퓨터계열,소프트웨어학부(자연),845.0,84.5,시험 2,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,80.96,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,IT/컴퓨터계열,정보보안암호수학과,837.9,83.79,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,공학계열,지능형반도체융합전자전공,837.7,83.77,시험 2,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,반도체,80.96,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,IT/컴퓨터계열,인공지능학부,836.5,83.65,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,공학계열,자동차모빌리티대학,819.7,81.97,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,공학계열,에너지모빌리티재료전공,817.0,81.7,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,공학계열,나노전자물리학과,795.1,79.51,시험 2,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.96,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,공학계열,모빌리티전력전자융합전공,795.0,79.5,시험 2,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.96,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,인문사회/기타계열,지능형ICT융합전공,791.9,79.19,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,인문사회/기타계열,융합바이오공학과,781.3,78.13,시험 2,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.96,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,공학계열,미래모빌리티학과,773.3,77.33,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,자연과학계열,산림환경시스템학과,773.0,77.3,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,인문사회/기타계열,경영정보학부(자연),765.3,76.53,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,자연과학계열,임산생명공학과,761.5,76.15,시험 2,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.96,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,건축/토목계열,건설시스템공학부,758.2,75.82,시험 2,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.96,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,IT/컴퓨터계열,AI빅데이터융합경영학과(자연),754.7,75.47,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,건축/토목계열,건축학부,750.1,75.01,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,인문사회/기타계열,바이오의약전공,740.0,74.0,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,공학계열,나노소재전공,727.3,72.73,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
국민대,인서울,인문사회/기타계열,식품영양학과,711.7,71.17,시험 1,79.02,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,77.68,N,,,,88.0,86.3,88.0,66.0,74.0,73.4,81.0,3744.0
단국대,수도권,자연과학계열,수학교육과,84.92,84.92,자연 (오전 조),80.56,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.37,N,,,,81.0,82.8,81.0,57.0,74.0,72.2,81.0,465.0
단국대,수도권,IT/컴퓨터계열,컴퓨터공학과,83.72,83.72,자연 (오후 조),80.56,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,80.93,N,78,74.2,70.5,81.0,82.8,81.0,57.0,74.0,72.2,81.0,465.0
단국대,수도권,IT/컴퓨터계열,인공지능학과,82.18,82.18,자연 (오전 조),80.56,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,80.37,N,,,,81.0,82.8,81.0,57.0,74.0,72.2,81.0,465.0
단국대,수도권,건축/토목계열,건축학전공,81.79,81.79,자연 (오전 조),80.56,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.37,N,,,,81.0,82.8,81.0,57.0,74.0,72.2,81.0,465.0
단국대,수도권,IT/컴퓨터계열,소프트웨어학과,79.88,79.88,자연 (오후 조),80.56,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,80.93,N,,,,81.0,82.8,81.0,57.0,74.0,72.2,81.0,465.0
단국대,수도권,IT/컴퓨터계열,사이버보안학과,79.7,79.7,자연 (오전 조),80.56,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.37,N,,,,81.0,82.8,81.0,57.0,74.0,72.2,81.0,465.0
단국대,수도권,자유전공학부,공학계열광역,79.19,79.19,자연 (오후 조),80.56,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.93,N,,,,81.0,82.8,81.0,57.0,74.0,72.2,81.0,465.0
단국대,수도권,자연과학계열,과학교육과,77.25,77.25,자연 (오전 조),80.56,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.37,N,,,,81.0,82.8,81.0,57.0,74.0,72.2,81.0,465.0
단국대,수도권,IT/컴퓨터계열,통계데이터사이언스학과,76.4,76.4,자연 (오전 조),80.56,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,80.37,N,,,,81.0,82.8,81.0,57.0,74.0,72.2,81.0,465.0
동국대,인서울,의약보건계열,약학과,97.11,97.11,시험 1,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,Y,메디컬,85.61,Y,94.8,93,91.5,99.0,98.3,100.0,50.0,,,,
동국대,인서울,자연과학계열,수학교육과,88.96,88.96,시험 1,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,85.61,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,공학계열,기계로봇에너지공학과,87.08,87.08,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,인문사회/기타계열,정보통신공학과,86.78,86.78,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,공학계열,전자전기공학부,86.39,86.39,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,공학계열,화공생물공학과,85.82,85.82,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,건축/토목계열,건설환경공학과,85.3,85.3,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,인문사회/기타계열,산업시스템공학과,84.19,84.19,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,자연과학계열,생명과학과,83.84,83.84,시험 1,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,85.61,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,자연과학계열,화학과,83.51,83.51,시험 1,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,85.61,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,자연과학계열,수학과,83.44,83.44,시험 1,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,85.61,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,공학계열,에너지신소재공학과,83.24,83.24,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,자연과학계열,통계학과,82.8,82.8,시험 1,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,85.61,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,공학계열,식품바이오융합공학과,81.76,81.76,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,IT/컴퓨터계열,컴퓨터·AI학부(자연),81.19,81.19,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,자연과학계열,의생명공학과,80.06,80.06,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,인문사회/기타계열,경찰행정학부(자연),79.64,79.64,시험 1,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,85.61,Y,89.4,87.1,85,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,IT/컴퓨터계열,의료인공지능공학과,79.16,79.16,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,건축/토목계열,건축공학부,77.97,77.97,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
동국대,인서울,공학계열,시스템반도체학부,77.6,77.6,시험 2,83.79,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,반도체,82.81,Y,,,,91.0,89.7,94.0,63.0,81.0,78.9,88.0,1062.0
부산대,지방,자연과학계열,수학교육과,56.63,56.63,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,공학계열,전자공학전공,56.0,56.0,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,43.66,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,IT/컴퓨터계열,컴퓨터공학전공,53.5,53.5,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,AI·컴퓨터,43.66,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,공학계열,기계공학부,52.01,52.01,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,43.66,Y,72.4,68,63.5,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
